,fecha,producto,productos_vendidos,precio_producto
76998,2005-04-06,15,1,13.53
76999,2012-01-18,19,2,7.29
77000,2014-09-19,16,2,3.75
77001,2023-03-30,14,1,2.81
77002,2006-09-15,11,3,3.5
77003,2008-08-01,5,4,0.96
77004,2006-10-27,17,1,23.49
77005,2015-05-06,17,1,23.49
77006,2007-12-24,4,3,9.13
77007,2017-11-29,7,1,26.32
77008,2010-10-24,13,2,1.78
77009,2011-12-03,7,3,26.32
77010,2002-01-20,16,3,3.75
77011,2018-08-05,16,4,3.75
77012,2010-07-22,10,2,3.35
77013,2011-02-08,17,4,23.49
77014,2007-11-29,1,4,23.06
77015,2001-04-19,3,3,10.65
77016,2013-03-30,2,1,3.57
77017,2013-09-20,3,4,10.65
77018,2001-01-18,13,4,1.78
77019,2023-04-28,10,1,3.35
77020,2011-08-02,5,3,0.96
77021,2009-01-11,4,3,9.13
77022,2017-02-08,13,3,1.78
77023,2005-05-28,6,3,15.76
77024,2017-10-12,7,1,26.32
77025,2003-07-04,4,2,9.13
77026,2023-05-08,7,4,26.32
77027,2003-05-15,16,4,3.75
77028,2014-03-31,10,3,3.35
77029,2016-06-03,12,3,0.53
77030,2017-07-24,11,3,3.5
77031,2023-06-20,17,2,23.49
77032,2005-11-05,17,2,23.49
77033,2010-04-06,3,2,10.65
77034,2015-10-27,9,3,21.8
77035,2017-03-28,19,4,7.29
77036,2009-03-23,2,4,3.57
77037,2002-01-30,4,4,9.13
77038,2006-12-19,7,3,26.32
77039,2016-11-23,13,4,1.78
77040,2014-08-01,7,3,26.32
77041,2003-05-22,4,4,9.13
77042,2017-03-14,8,1,2.11
77043,2003-03-08,12,1,0.53
77044,2019-12-18,17,4,23.49
77045,2019-06-12,17,2,23.49
77046,2016-01-27,6,2,15.76
77047,2014-08-19,19,1,7.29
77048,2013-07-05,11,1,3.5
77049,2002-10-04,8,1,2.11
77050,2020-11-17,4,1,9.13
77051,2004-08-31,19,1,7.29
77052,2005-01-24,11,2,3.5
77053,2004-09-08,15,3,13.53
77054,2017-01-02,10,2,3.35
77055,2006-05-28,12,4,0.53
77056,2018-06-25,12,4,0.53
77057,2017-04-10,19,4,7.29
77058,2022-01-30,16,1,3.75
77059,2006-10-20,19,1,7.29
77060,2001-08-02,19,1,7.29
77061,2018-03-30,3,2,10.65
77062,2019-03-14,5,3,0.96
77063,2016-03-04,9,3,21.8
77064,2019-10-29,5,1,0.96
77065,2005-10-01,1,3,23.06
77066,2002-12-10,3,3,10.65
77067,2020-07-12,10,4,3.35
77068,2003-10-19,16,1,3.75
77069,2018-08-22,14,2,2.81
77070,2008-02-05,15,2,13.53
77071,2010-02-13,5,3,0.96
77072,2004-09-08,9,2,21.8
77073,2020-12-27,16,1,3.75
77074,2000-08-20,15,1,13.53
77075,2023-05-31,0,1,20.15
77076,2018-01-26,8,1,2.11
77077,2017-10-20,5,1,0.96
77078,2009-01-09,8,2,2.11
77079,2019-09-26,9,2,21.8
77080,2001-02-06,18,3,26.59
77081,2012-11-23,1,4,23.06
77082,2020-10-24,3,3,10.65
77083,2014-02-08,2,3,3.57
77084,2021-08-23,11,4,3.5
77085,2004-04-03,19,1,7.29
77086,2006-02-16,12,2,0.53
77087,2003-11-29,7,3,26.32
77088,2009-11-29,1,4,23.06
77089,2008-05-12,6,4,15.76
77090,2014-09-03,7,2,26.32
77091,2013-11-15,18,1,26.59
77092,2010-10-15,10,4,3.35
77093,2016-03-21,13,3,1.78
77094,2017-02-21,17,3,23.49
77095,2021-10-11,17,4,23.49
77096,2015-10-04,19,4,7.29
77097,2000-05-22,0,1,20.15
77098,2017-04-11,2,2,3.57
77099,2017-01-12,4,1,9.13
77100,2003-06-13,13,3,1.78
77101,2006-03-19,12,4,0.53
77102,2006-08-04,13,1,1.78
77103,2013-12-07,10,4,3.35
77104,2008-01-14,10,1,3.35
77105,2006-03-06,4,3,9.13
77106,2019-12-21,15,3,13.53
77107,2006-08-30,12,2,0.53
77108,2005-06-17,16,1,3.75
77109,2000-08-09,11,3,3.5
77110,2015-11-08,11,2,3.5
77111,2005-07-20,18,3,26.59
77112,2003-05-12,1,1,23.06
77113,2002-08-04,15,2,13.53
77114,2016-12-19,10,4,3.35
77115,2009-08-21,0,4,20.15
77116,2019-12-13,4,1,9.13
77117,2001-06-07,17,2,23.49
77118,2005-01-01,9,3,21.8
77119,2019-07-06,18,3,26.59
77120,2021-12-12,14,3,2.81
77121,2022-08-07,13,3,1.78
77122,2012-11-24,3,2,10.65
77123,2018-11-23,14,4,2.81
77124,2006-03-18,2,3,3.57
77125,2022-09-09,0,1,20.15
77126,2008-08-10,0,2,20.15
77127,2023-01-29,0,2,20.15
77128,2000-07-19,15,1,13.53
77129,2010-03-26,17,3,23.49
77130,2010-08-12,1,3,23.06
77131,2002-08-31,17,1,23.49
77132,2018-03-31,5,2,0.96
77133,2018-10-23,0,3,20.15
77134,2020-01-23,12,1,0.53
77135,2002-02-03,17,4,23.49
77136,2018-06-22,15,3,13.53
77137,2000-08-05,8,1,2.11
77138,2016-12-03,2,3,3.57
77139,2003-09-30,16,1,3.75
77140,2001-10-24,13,3,1.78
77141,2017-11-06,2,3,3.57
77142,2002-06-06,7,3,26.32
77143,2009-02-08,15,3,13.53
77144,2019-06-19,10,4,3.35
77145,2013-08-04,10,2,3.35
77146,2007-11-25,17,3,23.49
77147,2009-03-27,7,3,26.32
77148,2014-05-12,14,1,2.81
77149,2021-07-29,18,2,26.59
77150,2006-02-17,2,4,3.57
77151,2019-10-11,11,2,3.5
77152,2014-09-15,6,1,15.76
77153,2011-08-12,18,4,26.59
77154,2018-03-09,14,3,2.81
77155,2005-12-30,17,1,23.49
77156,2019-10-25,9,1,21.8
77157,2022-06-10,3,1,10.65
77158,2017-05-10,14,2,2.81
77159,2002-12-03,12,3,0.53
77160,2014-09-10,15,4,13.53
77161,2004-05-04,19,4,7.29
77162,2011-01-12,10,1,3.35
77163,2000-12-30,16,3,3.75
77164,2015-04-05,12,1,0.53
77165,2016-03-15,8,1,2.11
77166,2022-11-30,14,2,2.81
77167,2005-06-24,9,1,21.8
77168,2020-04-13,16,2,3.75
77169,2001-08-13,3,2,10.65
77170,2020-08-02,14,2,2.81
77171,2016-08-30,11,4,3.5
77172,2015-03-21,18,2,26.59
77173,2016-07-18,5,2,0.96
77174,2016-09-05,5,2,0.96
77175,2023-03-13,2,1,3.57
77176,2013-07-11,3,3,10.65
77177,2018-02-25,8,4,2.11
77178,2021-12-02,3,1,10.65
77179,2001-01-09,10,2,3.35
77180,2015-02-24,11,3,3.5
77181,2004-12-22,14,1,2.81
77182,2008-06-04,14,3,2.81
77183,2002-09-19,10,1,3.35
77184,2006-03-02,17,4,23.49
77185,2014-07-12,14,3,2.81
77186,2021-01-27,13,3,1.78
77187,2005-06-08,19,2,7.29
77188,2018-02-09,11,4,3.5
77189,2003-02-09,7,1,26.32
77190,2019-12-16,12,1,0.53
77191,2009-05-25,7,4,26.32
77192,2019-07-28,5,1,0.96
77193,2009-08-04,12,1,0.53
77194,2007-11-21,18,1,26.59
77195,2015-08-25,14,3,2.81
77196,2018-12-25,14,1,2.81
77197,2021-07-16,3,2,10.65
77198,2015-11-05,0,3,20.15
77199,2013-02-13,11,3,3.5
77200,2010-01-04,13,2,1.78
77201,2004-09-21,16,2,3.75
77202,2003-03-16,5,3,0.96
77203,2005-09-19,6,2,15.76
77204,2009-08-14,4,2,9.13
77205,2012-04-27,13,4,1.78
77206,2023-12-20,5,4,0.96
77207,2011-11-21,1,2,23.06
77208,2007-10-20,15,2,13.53
77209,2006-04-02,9,3,21.8
77210,2021-05-14,5,2,0.96
77211,2002-04-26,19,3,7.29
77212,2018-09-19,8,2,2.11
77213,2001-05-29,4,1,9.13
77214,2006-05-09,13,3,1.78
77215,2020-03-12,13,2,1.78
77216,2006-06-25,4,2,9.13
77217,2001-12-21,6,2,15.76
77218,2007-04-28,3,2,10.65
77219,2017-02-24,12,1,0.53
77220,2010-12-04,1,1,23.06
77221,2020-09-23,14,4,2.81
77222,2015-11-05,3,2,10.65
77223,2006-09-07,14,2,2.81
77224,2010-01-01,1,3,23.06
77225,2022-12-24,16,4,3.75
77226,2017-05-23,9,3,21.8
77227,2021-12-20,5,1,0.96
77228,2004-06-02,18,1,26.59
77229,2008-04-12,6,3,15.76
77230,2008-12-17,15,3,13.53
77231,2002-07-23,9,2,21.8
77232,2016-12-24,5,4,0.96
77233,2004-02-11,12,4,0.53
77234,2023-03-10,7,2,26.32
77235,2009-11-13,5,3,0.96
77236,2010-07-03,5,4,0.96
77237,2020-04-17,18,3,26.59
77238,2012-08-14,10,3,3.35
77239,2018-03-11,12,3,0.53
77240,2011-03-24,16,1,3.75
77241,2020-12-15,11,3,3.5
77242,2018-05-27,3,1,10.65
77243,2021-01-07,4,2,9.13
77244,2012-04-25,6,2,15.76
77245,2011-10-21,1,3,23.06
77246,2012-05-28,19,4,7.29
77247,2016-02-08,11,3,3.5
77248,2008-02-25,9,1,21.8
77249,2021-09-30,10,3,3.35
77250,2018-03-20,17,1,23.49
77251,2013-01-26,11,1,3.5
77252,2022-01-17,6,1,15.76
77253,2014-10-18,1,2,23.06
77254,2019-03-03,14,2,2.81
77255,2007-03-15,15,2,13.53
77256,2004-04-22,15,3,13.53
77257,2015-07-03,17,2,23.49
77258,2001-09-04,7,1,26.32
77259,2015-05-18,17,3,23.49
77260,2021-12-18,13,3,1.78
77261,2012-10-08,6,3,15.76
77262,2016-09-16,18,4,26.59
77263,2002-07-08,8,1,2.11
77264,2014-01-21,8,4,2.11
77265,2013-01-22,10,4,3.35
77266,2009-04-24,6,1,15.76
77267,2022-08-20,5,3,0.96
77268,2005-06-01,8,2,2.11
77269,2003-08-20,13,3,1.78
77270,2018-12-03,16,2,3.75
77271,2019-04-24,10,3,3.35
77272,2006-09-18,17,3,23.49
77273,2013-03-04,2,4,3.57
77274,2005-05-29,9,3,21.8
77275,2010-05-28,11,4,3.5
77276,2005-07-04,6,3,15.76
77277,2010-07-07,5,4,0.96
77278,2022-11-20,12,1,0.53
77279,2016-01-24,8,1,2.11
77280,2018-04-16,16,2,3.75
77281,2013-01-18,1,3,23.06
77282,2015-12-20,6,3,15.76
77283,2011-11-09,5,1,0.96
77284,2016-04-20,5,2,0.96
77285,2021-11-06,6,3,15.76
77286,2006-08-02,3,1,10.65
77287,2007-01-01,5,2,0.96
77288,2016-07-20,10,1,3.35
77289,2011-04-16,19,3,7.29
77290,2019-10-08,7,3,26.32
77291,2012-08-05,6,1,15.76
77292,2017-08-28,12,4,0.53
77293,2002-02-01,19,1,7.29
77294,2015-05-24,16,2,3.75
77295,2023-11-18,0,1,20.15
77296,2000-12-25,1,3,23.06
77297,2022-01-18,1,3,23.06
77298,2022-06-17,8,2,2.11
77299,2002-03-16,6,4,15.76
77300,2005-05-17,1,2,23.06
77301,2002-07-22,2,2,3.57
77302,2017-07-19,12,1,0.53
77303,2004-07-20,8,4,2.11
77304,2009-06-30,6,4,15.76
77305,2018-01-17,15,4,13.53
77306,2015-09-02,1,1,23.06
77307,2001-07-24,4,3,9.13
77308,2010-03-20,14,2,2.81
77309,2009-08-21,16,3,3.75
77310,2010-05-16,11,1,3.5
77311,2002-01-01,15,4,13.53
77312,2015-11-10,14,2,2.81
77313,2006-05-16,0,1,20.15
77314,2002-09-02,3,1,10.65
77315,2001-06-05,9,4,21.8
77316,2022-12-31,12,3,0.53
77317,2007-05-03,7,4,26.32
77318,2019-08-16,17,1,23.49
77319,2023-01-10,1,2,23.06
77320,2005-04-23,13,2,1.78
77321,2000-01-13,6,1,15.76
77322,2016-12-09,6,2,15.76
77323,2000-09-03,6,1,15.76
77324,2018-06-17,1,1,23.06
77325,2015-07-28,4,1,9.13
77326,2019-01-30,5,2,0.96
77327,2013-04-02,10,2,3.35
77328,2007-05-10,4,3,9.13
77329,2013-05-07,14,4,2.81
77330,2022-08-29,5,1,0.96
77331,2012-03-06,8,2,2.11
77332,2009-01-23,16,4,3.75
77333,2021-03-18,4,4,9.13
77334,2003-06-03,19,4,7.29
77335,2019-02-28,7,2,26.32
77336,2000-01-24,2,4,3.57
77337,2018-08-28,12,2,0.53
77338,2009-10-24,19,4,7.29
77339,2003-10-31,6,2,15.76
77340,2011-05-24,6,2,15.76
77341,2021-02-05,1,2,23.06
77342,2017-08-29,6,2,15.76
77343,2008-04-03,6,3,15.76
77344,2018-09-21,15,4,13.53
77345,2019-12-27,4,3,9.13
77346,2001-04-07,12,2,0.53
77347,2010-07-03,6,2,15.76
77348,2005-01-05,11,2,3.5
77349,2006-02-24,2,3,3.57
77350,2007-08-29,9,4,21.8
77351,2023-04-24,10,3,3.35
77352,2006-09-12,5,1,0.96
77353,2001-11-19,16,1,3.75
77354,2014-04-25,18,2,26.59
77355,2020-06-04,6,3,15.76
77356,2021-08-10,2,1,3.57
77357,2019-10-15,5,3,0.96
77358,2022-10-03,2,3,3.57
77359,2012-01-11,12,1,0.53
77360,2003-06-29,4,2,9.13
77361,2020-01-11,12,3,0.53
77362,2018-11-15,18,4,26.59
77363,2015-07-09,17,4,23.49
77364,2018-05-10,0,1,20.15
77365,2014-01-02,16,2,3.75
77366,2011-08-16,14,3,2.81
77367,2009-09-30,13,1,1.78
77368,2018-06-29,4,2,9.13
77369,2010-04-15,16,3,3.75
77370,2023-11-17,7,2,26.32
77371,2009-05-05,2,1,3.57
77372,2011-02-16,7,2,26.32
77373,2010-07-15,11,2,3.5
77374,2005-10-09,15,2,13.53
77375,2005-01-07,1,1,23.06
77376,2017-01-19,10,3,3.35
77377,2008-10-21,12,3,0.53
77378,2021-10-01,0,2,20.15
77379,2016-06-26,18,3,26.59
77380,2012-04-30,14,1,2.81
77381,2003-11-12,19,3,7.29
77382,2019-12-27,6,2,15.76
77383,2021-01-26,19,4,7.29
77384,2018-06-26,3,4,10.65
77385,2001-08-15,2,3,3.57
77386,2016-03-24,4,3,9.13
77387,2011-02-02,18,1,26.59
77388,2002-08-16,12,1,0.53
77389,2006-10-09,6,4,15.76
77390,2019-09-04,16,3,3.75
77391,2000-08-03,4,3,9.13
77392,2017-08-03,13,2,1.78
77393,2009-03-06,0,4,20.15
77394,2002-04-04,19,3,7.29
77395,2007-07-14,2,4,3.57
77396,2009-11-18,19,1,7.29
77397,2019-07-20,0,4,20.15
77398,2022-04-09,2,1,3.57
77399,2019-08-02,11,2,3.5
77400,2013-02-08,1,4,23.06
77401,2023-01-09,7,4,26.32
77402,2004-09-12,6,2,15.76
77403,2020-02-02,2,1,3.57
77404,2000-10-15,11,3,3.5
77405,2005-02-22,6,3,15.76
77406,2019-08-04,14,4,2.81
77407,2003-10-10,15,3,13.53
77408,2013-03-25,18,2,26.59
77409,2022-03-23,2,3,3.57
77410,2014-09-13,0,2,20.15
77411,2017-08-11,14,3,2.81
77412,2008-05-14,8,1,2.11
77413,2021-02-10,12,2,0.53
77414,2001-04-09,13,4,1.78
77415,2015-10-15,11,3,3.5
77416,2012-11-01,5,2,0.96
77417,2011-05-22,5,2,0.96
77418,2011-09-23,18,2,26.59
77419,2014-03-31,8,4,2.11
77420,2009-01-13,13,2,1.78
77421,2010-04-28,18,3,26.59
77422,2013-02-13,0,2,20.15
77423,2009-09-17,18,4,26.59
77424,2004-06-02,14,2,2.81
77425,2017-04-18,8,1,2.11
77426,2006-02-02,4,1,9.13
77427,2006-05-18,1,1,23.06
77428,2017-07-21,19,2,7.29
77429,2009-10-29,18,4,26.59
77430,2005-09-08,10,2,3.35
77431,2006-07-01,6,4,15.76
77432,2022-09-26,2,2,3.57
77433,2000-11-09,12,1,0.53
77434,2022-10-12,1,4,23.06
77435,2000-04-25,13,2,1.78
77436,2022-01-23,17,3,23.49
77437,2002-10-09,8,2,2.11
77438,2000-10-20,1,1,23.06
77439,2018-08-16,3,1,10.65
77440,2004-07-21,11,2,3.5
77441,2014-08-13,7,3,26.32
77442,2016-04-20,4,2,9.13
77443,2001-04-01,10,1,3.35
77444,2004-06-03,8,2,2.11
77445,2011-09-13,11,1,3.5
77446,2018-09-19,3,4,10.65
77447,2011-07-18,11,1,3.5
77448,2010-06-05,12,3,0.53
77449,2004-07-26,3,2,10.65
77450,2014-05-01,1,3,23.06
77451,2007-01-16,4,3,9.13
77452,2011-06-26,1,4,23.06
77453,2000-01-06,3,4,10.65
77454,2015-11-22,10,2,3.35
77455,2013-05-02,14,1,2.81
77456,2007-12-24,9,2,21.8
77457,2016-11-06,15,3,13.53
77458,2014-03-30,18,1,26.59
77459,2005-05-25,12,3,0.53
77460,2016-03-09,10,2,3.35
77461,2013-04-19,14,3,2.81
77462,2002-07-09,10,1,3.35
77463,2017-12-20,2,3,3.57
77464,2002-09-13,1,3,23.06
77465,2003-12-07,6,1,15.76
77466,2018-07-04,17,4,23.49
77467,2020-01-21,12,2,0.53
77468,2008-11-19,3,2,10.65
77469,2008-02-24,5,3,0.96
77470,2006-04-17,11,1,3.5
77471,2018-10-06,8,2,2.11
77472,2016-09-20,3,4,10.65
77473,2020-12-11,19,2,7.29
77474,2006-02-25,13,2,1.78
77475,2004-11-27,13,1,1.78
77476,2006-07-23,14,2,2.81
77477,2009-11-10,7,1,26.32
77478,2001-03-15,6,1,15.76
77479,2006-03-31,16,3,3.75
77480,2006-08-20,18,4,26.59
77481,2017-12-27,18,1,26.59
77482,2017-12-11,6,3,15.76
77483,2021-08-13,9,2,21.8
77484,2008-10-14,4,4,9.13
77485,2006-05-21,12,2,0.53
77486,2002-01-02,12,2,0.53
77487,2005-09-03,14,1,2.81
77488,2017-10-29,16,1,3.75
77489,2016-04-10,16,2,3.75
77490,2001-08-05,16,4,3.75
77491,2019-01-30,6,2,15.76
77492,2007-12-14,11,3,3.5
77493,2003-08-05,4,3,9.13
77494,2002-04-15,2,3,3.57
77495,2006-08-05,15,3,13.53
77496,2006-11-28,8,3,2.11
77497,2022-09-18,15,3,13.53
77498,2001-08-02,4,4,9.13
77499,2018-07-04,19,3,7.29
77500,2022-06-08,9,4,21.8
77501,2018-09-11,7,1,26.32
77502,2012-12-15,4,3,9.13
77503,2014-01-25,0,4,20.15
77504,2018-10-01,3,4,10.65
77505,2022-09-04,8,3,2.11
77506,2009-09-30,10,1,3.35
77507,2011-04-06,12,3,0.53
77508,2020-08-30,1,2,23.06
77509,2021-08-24,16,3,3.75
77510,2002-03-02,14,4,2.81
77511,2005-12-16,16,4,3.75
77512,2023-11-11,13,1,1.78
77513,2014-09-16,18,1,26.59
77514,2008-01-11,6,1,15.76
77515,2012-02-18,2,3,3.57
77516,2021-05-09,1,1,23.06
77517,2019-03-13,17,2,23.49
77518,2009-08-24,11,2,3.5
77519,2016-02-29,2,1,3.57
77520,2003-12-07,10,2,3.35
77521,2020-11-15,9,3,21.8
77522,2012-12-22,16,2,3.75
77523,2023-07-19,0,1,20.15
77524,2013-01-09,14,2,2.81
77525,2013-04-23,17,4,23.49
77526,2001-03-01,3,1,10.65
77527,2009-08-29,6,4,15.76
77528,2009-04-16,8,4,2.11
77529,2009-06-09,13,3,1.78
77530,2019-09-24,7,2,26.32
77531,2016-11-29,14,1,2.81
77532,2000-09-08,12,2,0.53
77533,2018-08-04,11,2,3.5
77534,2020-05-18,15,4,13.53
77535,2005-10-26,14,4,2.81
77536,2021-02-04,16,3,3.75
77537,2005-03-15,3,2,10.65
77538,2005-03-23,7,3,26.32
77539,2007-05-15,10,1,3.35
77540,2010-08-27,0,1,20.15
77541,2005-07-21,6,2,15.76
77542,2011-11-12,12,4,0.53
77543,2022-11-18,0,4,20.15
77544,2015-08-03,14,1,2.81
77545,2005-03-27,12,3,0.53
77546,2018-11-04,7,1,26.32
77547,2001-09-21,10,1,3.35
77548,2004-03-09,10,2,3.35
77549,2000-12-14,1,2,23.06
77550,2019-03-27,5,3,0.96
77551,2020-11-07,15,2,13.53
77552,2017-07-12,14,1,2.81
77553,2000-02-27,10,1,3.35
77554,2014-08-30,8,3,2.11
77555,2003-02-08,9,2,21.8
77556,2022-06-23,14,3,2.81
77557,2002-05-14,10,2,3.35
77558,2019-09-19,9,1,21.8
77559,2003-03-28,13,1,1.78
77560,2012-02-20,7,3,26.32
77561,2011-09-25,0,1,20.15
77562,2007-12-20,9,3,21.8
77563,2010-09-17,5,2,0.96
77564,2008-12-02,2,2,3.57
77565,2012-12-13,2,2,3.57
77566,2001-08-24,10,1,3.35
77567,2023-07-19,13,3,1.78
77568,2000-01-16,6,2,15.76
77569,2021-09-08,9,1,21.8
77570,2016-03-22,7,3,26.32
77571,2011-02-10,16,1,3.75
77572,2007-11-06,19,2,7.29
77573,2018-06-19,11,1,3.5
77574,2023-08-11,7,1,26.32
77575,2018-06-18,16,2,3.75
77576,2021-05-31,6,2,15.76
77577,2011-01-23,17,4,23.49
77578,2023-09-30,10,4,3.35
77579,2018-06-16,8,4,2.11
77580,2008-09-02,18,4,26.59
77581,2004-04-24,6,2,15.76
77582,2009-09-15,13,3,1.78
77583,2017-04-19,14,3,2.81
77584,2016-02-02,1,2,23.06
77585,2011-07-13,19,3,7.29
77586,2013-06-23,4,1,9.13
77587,2004-05-04,6,1,15.76
77588,2004-10-28,12,3,0.53
77589,2016-12-11,15,1,13.53
77590,2023-04-08,11,3,3.5
77591,2018-12-02,1,1,23.06
77592,2001-12-24,16,3,3.75
77593,2012-07-09,5,1,0.96
77594,2020-05-22,3,3,10.65
77595,2011-02-18,4,3,9.13
77596,2018-03-07,0,2,20.15
77597,2020-03-22,15,4,13.53
77598,2015-10-14,3,4,10.65
77599,2007-09-22,8,1,2.11
77600,2022-02-06,5,4,0.96
77601,2014-07-01,3,2,10.65
77602,2006-10-24,4,2,9.13
77603,2006-07-24,19,2,7.29
77604,2004-12-11,17,4,23.49
77605,2018-07-04,17,1,23.49
77606,2004-12-25,13,1,1.78
77607,2008-05-27,13,1,1.78
77608,2004-04-27,10,1,3.35
77609,2023-03-24,12,3,0.53
77610,2017-12-30,18,4,26.59
77611,2011-11-16,0,4,20.15
77612,2016-08-09,2,1,3.57
77613,2015-07-05,2,4,3.57
77614,2003-02-23,16,4,3.75
77615,2001-06-12,6,1,15.76
77616,2014-11-26,18,3,26.59
77617,2000-11-27,2,1,3.57
77618,2015-01-04,3,2,10.65
77619,2007-10-10,14,3,2.81
77620,2007-03-02,19,2,7.29
77621,2015-03-18,11,1,3.5
77622,2001-12-07,5,2,0.96
77623,2020-12-16,6,3,15.76
77624,2018-10-17,19,2,7.29
77625,2018-07-01,9,1,21.8
77626,2009-10-27,8,3,2.11
77627,2001-04-15,5,4,0.96
77628,2023-06-24,14,2,2.81
77629,2015-12-08,2,3,3.57
77630,2000-03-21,9,2,21.8
77631,2017-03-06,6,4,15.76
77632,2010-09-26,17,3,23.49
77633,2022-08-27,18,2,26.59
77634,2010-09-08,11,3,3.5
77635,2011-01-07,8,2,2.11
77636,2009-11-25,0,2,20.15
77637,2008-11-22,9,2,21.8
77638,2020-05-15,13,3,1.78
77639,2001-08-07,1,1,23.06
77640,2013-09-12,15,4,13.53
77641,2018-04-11,19,3,7.29
77642,2012-08-27,6,1,15.76
77643,2004-01-21,5,4,0.96
77644,2018-03-09,1,2,23.06
77645,2000-11-29,13,2,1.78
77646,2015-03-27,17,4,23.49
77647,2022-10-30,3,2,10.65
77648,2011-03-25,5,1,0.96
77649,2017-07-26,16,1,3.75
77650,2009-02-17,8,1,2.11
77651,2020-02-23,4,2,9.13
77652,2008-01-11,2,4,3.57
77653,2020-06-29,8,4,2.11
77654,2003-06-18,6,3,15.76
77655,2019-01-14,7,2,26.32
77656,2020-10-05,13,3,1.78
77657,2000-01-31,8,3,2.11
77658,2001-03-17,1,3,23.06
77659,2013-05-20,7,2,26.32
77660,2006-12-27,0,4,20.15
77661,2000-02-02,12,3,0.53
77662,2005-11-06,4,1,9.13
77663,2000-04-05,16,2,3.75
77664,2022-03-09,5,3,0.96
77665,2014-04-09,17,1,23.49
77666,2017-08-22,6,3,15.76
77667,2005-08-16,1,1,23.06
77668,2022-03-26,19,2,7.29
77669,2015-09-21,8,1,2.11
77670,2018-05-11,2,4,3.57
77671,2020-04-22,10,4,3.35
77672,2023-04-03,10,2,3.35
77673,2019-03-05,8,4,2.11
77674,2003-08-16,5,2,0.96
77675,2002-07-31,13,3,1.78
77676,2008-04-27,3,1,10.65
77677,2001-06-04,18,4,26.59
77678,2004-10-26,14,1,2.81
77679,2014-10-31,5,2,0.96
77680,2021-07-31,9,1,21.8
77681,2019-05-20,8,2,2.11
77682,2018-05-01,18,1,26.59
77683,2004-10-28,2,2,3.57
77684,2005-07-07,7,3,26.32
77685,2023-10-11,0,4,20.15
77686,2023-08-15,16,2,3.75
77687,2012-03-31,16,3,3.75
77688,2017-08-05,19,2,7.29
77689,2011-04-13,5,1,0.96
77690,2000-11-25,13,2,1.78
77691,2023-09-08,10,4,3.35
77692,2013-10-06,18,4,26.59
77693,2007-01-19,8,2,2.11
77694,2021-01-15,12,3,0.53
77695,2007-12-08,7,2,26.32
77696,2003-07-14,3,4,10.65
77697,2021-04-19,2,4,3.57
77698,2009-08-05,12,3,0.53
77699,2014-08-18,17,3,23.49
77700,2001-02-20,2,3,3.57
77701,2001-11-18,17,2,23.49
77702,2017-04-29,10,3,3.35
77703,2000-06-05,1,2,23.06
77704,2015-02-16,1,3,23.06
77705,2014-04-24,12,1,0.53
77706,2023-07-31,11,2,3.5
77707,2019-01-12,9,3,21.8
77708,2008-09-26,16,3,3.75
77709,2022-01-30,17,4,23.49
77710,2006-12-10,11,4,3.5
77711,2014-07-16,7,1,26.32
77712,2017-12-12,0,4,20.15
77713,2020-07-04,3,2,10.65
77714,2004-10-13,8,1,2.11
77715,2003-01-23,16,4,3.75
77716,2004-08-15,5,1,0.96
77717,2011-01-03,3,1,10.65
77718,2008-12-30,13,3,1.78
77719,2016-12-15,16,1,3.75
77720,2002-09-22,14,1,2.81
77721,2009-11-11,6,4,15.76
77722,2021-04-10,16,4,3.75
77723,2007-08-16,13,2,1.78
77724,2008-04-08,13,1,1.78
77725,2004-11-21,2,1,3.57
77726,2000-04-14,5,3,0.96
77727,2000-12-09,9,4,21.8
77728,2011-10-05,10,2,3.35
77729,2012-09-16,4,4,9.13
77730,2013-11-19,14,3,2.81
77731,2007-03-25,0,1,20.15
77732,2019-03-14,17,2,23.49
77733,2006-11-23,11,3,3.5
77734,2004-04-12,10,2,3.35
77735,2018-10-12,0,2,20.15
77736,2017-12-24,18,4,26.59
77737,2023-11-13,19,4,7.29
77738,2011-01-17,8,4,2.11
77739,2014-01-23,5,4,0.96
77740,2003-06-06,3,3,10.65
77741,2018-07-26,12,1,0.53
77742,2018-03-18,1,2,23.06
77743,2014-04-11,0,4,20.15
77744,2011-06-24,15,2,13.53
77745,2020-07-12,8,1,2.11
77746,2018-12-11,11,2,3.5
77747,2018-09-24,16,4,3.75
77748,2000-04-21,5,3,0.96
77749,2000-04-03,17,2,23.49
77750,2001-02-11,7,3,26.32
77751,2022-10-07,13,1,1.78
77752,2004-09-18,6,3,15.76
77753,2018-08-19,7,2,26.32
77754,2007-05-03,5,1,0.96
77755,2011-12-11,0,4,20.15
77756,2017-11-26,3,3,10.65
77757,2001-01-18,17,1,23.49
77758,2021-06-28,10,1,3.35
77759,2020-08-08,18,2,26.59
77760,2013-03-11,13,3,1.78
77761,2020-10-02,16,4,3.75
77762,2004-05-14,15,1,13.53
77763,2011-02-28,3,4,10.65
77764,2009-07-01,16,1,3.75
77765,2017-05-27,16,3,3.75
77766,2016-05-01,13,4,1.78
77767,2004-08-09,18,3,26.59
77768,2022-06-06,16,4,3.75
77769,2015-06-07,1,3,23.06
77770,2020-08-27,7,2,26.32
77771,2016-02-16,9,2,21.8
77772,2015-08-20,3,2,10.65
77773,2017-01-22,0,2,20.15
