Nombre empresaAlfabeto latino,NACE Rev. 2 Código principal (4 digitos),Código de consolidación,Último año disponible,"Ingresos explotación (Cifra ventas)
mil USD Últ, año disp,","Número de empleados
Últ. año disp.","Ciudad
Latin Alphabet","Activos fijos
mil USD Últ. año disp.","Activo circulante
mil USD Últ. año disp.","Activos totales
mil USD Últ. año disp.","Fondos de los accionistas
mil USD Últ. año disp.","Deuda a largo plazo
mil USD Últ. año disp.","Ingresos explotación (Cifra ventas)
mil USD Últ. año disp.","Resultado actividades ordinarias
mil USD Últ. año disp.","P/G por periodo [=ingresos netos]
mil USD Últ. año disp.","ROE - base: result. antes impuestos
Últ. año disp.","ROA utilizando Ingresos Netos
Últ. año disp.","Margen de beneficio
Últ. año disp."
HILATURAS SANCHIS SL,1399,U1,2021,12465.5361645046,50,COCENTAINA,2734.15379488692,6462.85686538003,9197.01066026695,1704.84134621966,1752.78364900045,12465.5361645046,661.897803679991,661.897803679991,48.246,7.197,6.598
CORCOY SA,1310,U1,2000,12460.9958124594,7,TERRASSA,304.578968523009,8963.91115130585,9268.49011982886,2115.43884490194,672.506984929544,12460.9958124594,108.675773508714,107.482908619841,7.07,1.16,1.2
COLORPRINT FASHION SL,1330,U1,2021,12297.2500163323,127,MURO DE ALCOY,3265.80269912052,5642.65967336883,8908.46237248936,1566.94089357212,1517.72621627991,12297.2500163323,-715.053873412156,-715.053873412156,-56.84,-8.027,-7.243
DNT NONWOVEN FABRICS SOCIEDAD ANONIMA.,1395,U1,2022,12217.4756925437,51,ALCALA LA REAL,5130.10343631192,6174.19168107891,11304.2951173908,7357.97497799788,239.866097673124,12217.4756925437,270.689873610246,270.689873610246,4.749,2.395,2.86
"PIEL, SA",1330,U1,2022,12171.425739608,54,AGULLENT,9097.35923843218,10169.6338679157,19266.9931063479,12316.9038088573,2589.94004392984,12171.425739608,106.978787410861,106.978787410861,1.169,0.555,1.183
COTEXA ALCALAINA SA,1310,U1,2022,12061.7902661917,110,ALCALA LA REAL,3091.08902370057,4198.93792458396,7290.02694828453,3933.37250688306,988.639513134623,12061.7902661917,-521.287466040528,-521.287466040528,-13.253,-7.151,-4.322
JOSE ALBERO PUERTO SL,1399,U1,2021,12052.2501763988,26,BANYERES DE MARIOLA,4107.04316313028,10160.6343750858,14267.6775382161,11698.3250389194,141.757387082577,12052.2501763988,1212.38633612394,1212.38633612394,13.272,8.497,12.882
JJ CHICOLINO SL,1394,U1,2022,12009.785584307,58,BOIRO,9470.72102404968,9211.47883475497,18682.1998588046,6651.0185447471,3595.13424772172,12009.785584307,697.528663313516,697.528663313516,13.618,3.734,7.542
NV EVOLUTIA SL.,1320,U1,2022,11828.7706279698,12,ONTINYENT,962.804340330029,4971.51147302444,5934.31581335447,3553.8614765679,84.5130663856447,11828.7706279698,162.384524417853,162.384524417853,6.093,2.736,1.83
TEXIA SEAMLESS S.L.,1320,U1,2019,11749.875444478,15,MONISTROL DE MONTSERRAT,855.57383550574,4892.18414316614,5747.75797867188,1242.76400900228,210.023287401924,11749.875444478,234.440112482867,234.440112482867,22.618,4.079,2.392
MOPATEX SA,1310,U1,2022,11628.0371589113,39,ONTINYENT,3205.36519682823,7425.15977044942,10630.5249672777,8042.84560229517,20.2244648545444,11628.0371589113,113.98169460835,113.98169460835,1.549,1.072,1.071
TEXTIL DE LA RABITA SOCIEDAD LIMITADA,1396,U1,2021,11600.9411310488,120,ALCALA LA REAL,4132.48671190939,8897.12985696294,13029.6165688723,2581.05792347431,1148.4938950372,11600.9411310488,-79.1576959867716,-79.1576959867716,-1.671,-0.608,-0.372
MEROLTEX SL,1320,U1,2022,11452.3373878039,44,PUIG-REIG,325.405222100478,4211.3856205817,4536.79084268218,1293.05689446082,417.018726607418,11452.3373878039,543.733732291079,543.733732291079,42.066,11.985,4.75
CAMPOS MONTAVERNER SL,1391,U1,2021,11253.5646205913,67,ONTINYENT,1068.86529782059,5153.25960343044,6222.12490125103,2905.500331024,156.331857729077,11253.5646205913,753.165522652245,753.165522652245,33.387,12.105,8.62
CLIME SA,1392,U1,2022,11247.3556743157,94,SALLENT,4953.56832581735,6256.98307456859,11210.5514003859,5824.2842262203,963.280011703807,11247.3556743157,295.020500110104,295.020500110104,6.127,2.632,3.173
COMERSAN SA,1320,U1,2022,11110.0197909078,103,COCENTAINA,9779.93832705892,11481.4440772229,21261.3824042818,1527.78189727257,12203.1665884511,11110.0197909078,98.9141860161603,98.9141860161603,6.42,0.465,0.883
ELASTIC BERGER SA,1399,U1,2014,10942.5211555085,23,TERRASSA,3437.68942386866,3239.60891109467,6677.29833496332,3545.60232743526,933.367760017157,10942.5211555085,2035.98842817879,2035.98842817879,82.033,30.491,26.58
ROSICH Y PUIGDENGOLAS SA,1330,U1,2021,10780.6452555729,42,TERRASSA,6746.76974855325,6368.58797078705,13115.3577193403,4436.88756447644,3898.15372432351,10780.6452555729,393.837825076318,393.837825076318,9.431,3.003,3.882
REDES SALINAS SA,1394,U1,2021,10758.5369881792,29,CALLOSA DE SEGURA,1451.38302066987,7600.438903971,9051.82192464087,3914.3257730077,604.633814152057,10758.5369881792,285.824814426255,285.824814426255,9.736,3.158,3.542
POLY JUTE SA,1392,U1,2021,10753.4286776424,47,HELLIN,6163.53902105885,6098.62129354377,12262.1603146026,8418.97943018646,538.046918066454,10753.4286776424,459.466122239692,459.466122239692,7.276,3.747,5.696
RIBETES Y CORDONES MARTI S.L.,1394,U1,2021,10704.6015761755,26,BANYERES DE MARIOLA,1282.72869811563,7779.9720903245,9062.70078844013,5791.99776950333,400.531345655394,10704.6015761755,1366.32255166068,1366.32255166068,29.073,15.076,15.73
VELUTEX FLOCK SA,1310,U1,2021,10243.8816404782,51,GRANOLLERS,1450.10203839612,6292.5117631088,7742.61380150492,6349.54057837629,2.94476079940796,10243.8816404782,121.453827670813,121.453827670813,2.478,1.569,1.536
RAFSOL SL,1320,U1,2022,10113.302151897,18,AGULLENT,128.424060707676,5882.97728684608,6011.40134755375,2296.04718373011,54.2143560446024,10113.302151897,434.399870811554,434.399870811554,24.521,7.226,5.567
PENALBA SOLER SA,1392,U1,2022,10008.2757641834,22,ALBAIDA,318.626299728924,6251.3814113822,6570.00771111112,4938.30840161087,8.21281605958939,10008.2757641834,302.072291695338,302.072291695338,7.928,4.598,3.912
FUSTE CARRERAS SA,1320,U1,2022,9938.16131091943,46,MANRESA,1174.65780234328,3227.93781245416,4402.59561479744,1457.90847416101,713.267971726585,9938.16131091943,-714.568380488664,-714.568380488664,-64.954,-16.231,-9.529
ALCOCERTEX SL,1310,U1,2022,9915.99108061644,40,ALCOSSER,2694.61241660729,5892.96866821833,8587.58108482562,4345.34346608434,984.100524350375,9915.99108061644,268.224898196912,268.224898196912,8.231,3.123,3.607
TEXIA FINISHING S.A.,1330,U1,2021,9860.57089354563,54,MONISTROL DE MONTSERRAT,5609.21237799697,5434.31324845347,11043.5256264504,2258.09417093003,3718.92119804764,9860.57089354563,-172.575724598765,-172.575724598765,-16.32,-1.563,-3.737
ALGODONERA BLANCA PALOMA SA,1310,U1,2022,9824.4949896188,11,AZNALCAZAR,3508.33664875628,1433.74882402737,4942.08547278365,4058.32206796424,293.460102474334,9824.4949896188,877.434232607937,877.434232607937,28.965,17.754,11.965
"AIRNATECH ANTIVIRAL, SOCIEDAD LIMITADA.",1392,U1,2021,9714.78674654012,95,CASTELLO DE LA PLANA,2067.32871550334,4426.78999102128,6494.11870652461,2048.49595085084,1734.79919065225,9714.78674654012,1393.58314243906,1393.58314243906,89.669,21.459,18.908
FERNANDO CERDA BLANES E HIJOS SA,1320,U1,2022,9639.66354608708,33,BANYERES DE MARIOLA,2946.76904684356,5673.75973348015,8620.52878032371,6932.3302880191,0.0,9639.66354608708,667.302205488408,667.302205488408,11.875,7.741,8.54
RIOMA SL,1392,U1,2021,9595.55623932267,54,MONTILLA,10948.0325608151,14560.4686147015,25508.5011755166,19564.0796196231,2700.69341798151,9595.55623932267,-179.095130532575,-179.095130532575,-1.045,-0.702,-2.13
GERONA TEXTIL SA,1310,U1,2021,9564.23118888752,47,SALT,4860.50620855729,4755.24964012092,9615.75584981081,8201.5184722528,0.0,9564.23118888752,103.137098370409,103.137098370409,1.411,1.073,1.21
"IRC, INTERNACIONAL DE REDES Y CUERDAS, SA",1394,U1,2021,9537.08800232442,64,CALLOSA DE SEGURA,3432.50838284576,6020.78111751666,9453.28950036242,3105.49104247506,2070.66478970897,9537.08800232442,132.280964481432,132.280964481432,5.83,1.399,1.898
MANUEL REVERT Y CIA SA,1330,U1,2022,9517.05336986597,41,AGULLENT,1329.8834069899,7822.13714600244,9152.02055299234,1624.50958633579,1688.98640001259,9517.05336986597,-164.592907992297,-164.592907992297,-13.505,-1.798,-2.305
GERMANICA SL,1399,U1,1998,9506.08437118292,7,COCENTAINA,1373.39908224463,5519.65418123961,6893.05326348424,330.603450888634,118.307658201456,9506.08437118292,190.642389111042,179.457662223101,86.97,2.603,3.025
MORENOT MEDITERRANEAN SOCIEDAD LIMITADA.,1394,U1,2022,9489.64874924438,47,AMPOSTA,917.118748445427,9992.36894738726,10909.4876958327,6304.88988121948,75.2470046633899,9489.64874924438,183.019448753464,183.019448753464,3.876,1.678,2.575
"GRAU, SA",1330,U1,2022,9457.80209373202,70,CASTELLAR DEL VALLES,8930.3612872518,5641.25954046335,14571.6208277151,13008.7051539653,157.460674540257,9457.80209373202,145.361457927316,145.361457927316,0.973,0.998,1.338
FLEX INTERNACIONAL SA,1320,U1,2022,9455.07326293728,14,TERRASSA,2541.46210525097,8180.63438517777,10722.0964904287,10201.5564759776,0.0,9455.07326293728,1320.6184758631,1320.6184758631,17.158,12.317,18.512
HILATURAS MAR SL,1310,U1,2021,9433.88409186187,64,BANYERES DE MARIOLA,2938.81795498667,4021.17460645373,6959.9925614404,2626.8201971833,1556.27938709786,9433.88409186187,239.542020267963,239.542020267963,12.682,3.442,3.531
OKTEX DEL PUNTO SL,1391,U1,2022,9421.19203361367,18,ARGENTONA,489.847823491297,4927.37727495045,5417.22509844174,1745.5896139008,1173.83363757421,9421.19203361367,144.280376281247,144.280376281247,11.021,2.663,2.042
VOITH PAPER FABRICS SA,1396,U1,2022,9395.18189483339,76,GUISSONA,2372.2255326122,6172.19345743579,8544.41899004799,6422.09816400361,0.0,9395.18189483339,240.243459725261,240.243459725261,4.988,2.812,3.409
COMERCIAL OVINOS S.C.L.,1310,U1,2022,9293.50276724887,30,VILLANUEVA DE LA SERENA,3171.27296541728,6586.19443561093,9757.46740102821,4472.72552308796,1830.65709306469,9293.50276724887,235.882732560295,235.882732560295,5.274,2.417,2.538
BALVITEX SA,1310,U1,2022,9255.27369772472,103,GIRONELLA,10407.7540275545,3861.54655608229,14269.3005836368,9177.77247770687,1445.47519858834,9255.27369772472,-144.47405781908,-144.47405781908,-1.574,-1.012,-1.561
BRIOFIL SL,1310,U1,2021,9188.56090699911,26,COCENTAINA,4001.76258469999,7569.28791041851,11571.0504951185,1628.67425869274,4323.5031062602,9188.56090699911,101.444302624869,101.444302624869,8.135,0.877,1.442
CARMELO PASTOR PINA SL,1392,U1,2022,9067.97195655264,40,ZARAGOZA,8238.16132191703,4725.39416374257,12963.5554856596,12473.8531769349,0.0,9067.97195655264,972.411287248731,972.411287248731,10.422,7.501,14.336
MANUFACTURAS TEXTILES MIRANDA SA,1330,U1,2022,9053.94109840168,22,ANDUJAR,3117.6275548717,4998.64033501434,8116.26788988604,5254.16020942097,908.843482985801,9053.94109840168,231.972674830294,231.972674830294,5.889,2.858,3.417
NATURAL FABRICS SL,1392,U1,2020,9036.85306257983,29,SANT JUST DESVERN,1455.96395772563,5583.13723385232,7039.10119157794,5179.99816480228,356.414439668721,9036.85306257983,689.305741626149,689.305741626149,17.216,9.793,9.869
FIELTROS Y TEJIDOS INDUSTRIALES SL,1320,U1,2022,8947.12619293559,61,SANT CUGAT DEL VALLES,5284.92708227539,4987.88780691527,10272.8148891907,8408.67025196289,269.158588722938,8947.12619293559,-934.425946373642,-934.425946373642,-11.019,-9.096,-10.356
TOLSAN SOCIEDAD ANONIMA,1392,U1,2022,8886.77832453578,60,ALBACETE,1613.55328440449,4278.97795003172,5892.53123443621,3848.46386007921,35.3801918904084,8886.77832453578,676.848452230233,676.848452230233,23.192,11.487,10.043
TEXTIL TAPIAS SL,1320,U1,2022,8667.56202066173,46,PUIG-REIG,2496.62094018123,4053.84913214982,6550.47007233105,1624.28517380346,1907.17713754729,8667.56202066173,53.6902610540569,53.6902610540569,7.771,0.82,1.456
MANUFACTURAS TEXTILES 7 6 5 SA,1320,U1,2022,8632.01497954678,29,VILASSAR DE DALT,283.892370067847,5246.72266186541,5530.61503193326,3199.89591997033,38.8645175012708,8632.01497954678,550.448914677215,550.448914677215,22.936,9.953,8.502
LEMOINE&TEXTISOL COTTON INDUSTRY SL.,1396,U1,2021,8582.12620059557,37,COCENTAINA,761.06338244226,2283.22048968902,3044.28387213128,537.17364925139,1514.64569068165,8582.12620059557,370.841597908981,370.841597908981,92.048,12.182,5.761
PLACA 18 SL,1330,U1,2021,8556.5755984354,55,LLUCMAJOR,2282.57130584478,4853.4935891676,7136.06489501238,5415.09231902361,363.495610077381,8556.5755984354,904.466290533543,904.466290533543,21.956,12.675,13.895
TEJIDOS ELASTICOS LLOVERAS SA,1392,U1,2021,8531.09835479715,44,CANET DE MAR,709.572937374258,11297.8567111452,12007.4296485194,9387.97640473201,1520.31847788563,8531.09835479715,551.006549846578,551.006549846578,6.705,4.589,7.379
BOMBARDO SA,1310,U1,2022,8523.65551109635,17,SABADELL,137.94273585273,6153.37700273154,6291.31973858427,2258.86675215883,507.137082617712,8523.65551109635,112.207418092227,112.207418092227,4.967,1.784,1.316
GASPUNT SA,1320,U1,2022,8505.31087450988,40,CERVERA,754.924537374264,7129.93590074829,7884.86043812256,6933.7500705959,315.222759429902,8505.31087450988,711.718138674176,711.718138674176,13.395,9.026,10.92
INDESMALLA SA,1391,U1,2021,8480.23209708459,49,PINEDA DE MAR,5083.24706597428,4734.67281936557,9817.91988533986,7033.71132953467,199.610599461865,8480.23209708459,-143.601804031277,-143.601804031277,-2.042,-1.463,-1.693
ROTATEX SL,1330,U1,2021,8345.80467267187,63,COCENTAINA,2637.94716840591,5197.85157256773,7835.79874097364,2083.65040334015,1157.73095275676,8345.80467267187,-15.9057290478945,-15.9057290478945,-0.847,-0.203,-0.212
TEIXITS J FRANCES SL,1310,U1,2022,8315.59653009255,15,ONTINYENT,3795.75323865713,5378.90268867502,9174.65592733216,2685.71885409031,2221.39334704012,8315.59653009255,180.320461412406,180.320461412406,8.891,1.965,2.872
MARIA GILI MARGENATS SL,1391,U1,2022,8306.62540446079,18,CALELLA,1185.74830382219,4025.41305649311,5211.1613603153,2642.27297180713,516.036884741694,8306.62540446079,336.017705686736,336.017705686736,16.832,6.448,5.354
CANETE SA,1392,U1,2022,8246.88264994865,57,ONTINYENT,1432.92409577021,7977.11741143477,9410.04150720498,5346.6695401721,804.162054878694,8246.88264994865,284.359967283499,284.359967283499,7.005,3.022,4.542
COPEN FABRICS SL.,1320,U1,2022,8194.28405347082,19,BIAR,4011.08414564795,8542.86830633628,12553.9524519842,1568.01282471226,2895.16116130041,8194.28405347082,774.900068574244,774.900068574244,46.077,6.173,8.817
RUBEN GANDIA E HIJOS SL,1310,U1,2021,8179.07802451494,13,ALCOI/ALCOY,679.372931669927,4499.26686287842,5178.63979454834,586.343532201433,507.755556821323,8179.07802451494,14.8363606829953,14.8363606829953,3.468,0.286,0.249
DON ALMOHADON SL,1399,U1,2022,8048.34863702688,46,AIELO DE MALFERIT,757.751900629729,2473.81638183058,3231.56828246031,1376.97907539596,109.156634241956,8048.34863702688,170.134564291477,170.134564291477,16.374,5.265,2.801
PUNT NOU SOCIEDAD LIMITADA,1391,U1,2022,7995.50257880179,54,ONTINYENT,1721.81335644861,4317.98117879643,6039.79453524504,2938.35787527714,519.695886284149,7995.50257880179,374.221518135005,374.221518135005,12.698,6.196,4.666
TEX-DELTA SL,1395,U1,2022,7944.26800307952,17,COCENTAINA,3052.66121469377,4018.02539379562,7070.68660848939,3580.72437130941,244.590706766313,7944.26800307952,409.446446204507,409.446446204507,14.901,5.791,6.716
PASCUAL Y BERNABEU SA,1330,U1,2022,7908.3415511946,74,COCENTAINA,3974.93521177577,3135.68267369307,7110.61788546885,3229.09973393869,1843.05694140939,7908.3415511946,-930.768927639635,-930.768927639635,-37.854,-13.09,-15.456
FILTROS INDUSTRIALES SL,1396,U1,2021,7880.82166452792,53,TERRASSA,2256.16209071753,5335.60851343031,7591.77060414784,3923.65965672755,1321.25658929472,7880.82166452792,460.897345076823,460.897345076823,13.268,6.071,6.606
EURORED EMPRESARIAL SL.,1394,U1,2022,7810.33188420846,43,CALLOSA DE SEGURA,428.896293180704,6441.55047915936,6870.44677234007,5089.58258579934,79.5466165244877,7810.33188420846,2112.66949620652,2112.66949620652,55.346,30.75,36.066
TOLTEC SOCIEDAD LIMITADA,1392,U1,2021,7786.74849957788,30,CHINCHILLA DE MONTE-ARAGON,1332.26835577374,3876.83769856195,5209.10605433569,1649.57153159424,109.502680235324,7786.74849957788,426.094349312458,426.094349312458,34.459,8.18,7.3
DUCTEL SA,1310,U1,2021,7784.50142691007,19,TERRASSA,1765.80823540821,4623.40821516681,6389.21645057502,1673.63317900364,642.787721842217,7784.50142691007,21.4423890209198,21.4423890209198,1.708,0.336,0.367
ITSASKORDA SL,1394,U1,2021,7670.8958511358,35,MARKINA-XEMEIN,1039.06700279331,4665.89625464694,5704.96325744026,4737.20717111757,0.0,7670.8958511358,1025.74165324131,1025.74165324131,26.767,17.98,16.53
R & J CAMBRASS SA,1392,U1,2022,7583.61607188139,34,ONTINYENT,1980.69037407652,4459.67432376776,6440.36469784428,4906.81592112459,324.036924280971,7583.61607188139,89.5037173891902,89.5037173891902,2.128,1.39,1.377
ESPARTOS SANTOS SL,1396,U1,2022,7557.31033778117,16,CIEZA,394.78338040567,4712.4840222047,5107.26740261037,1965.7878033626,181.331256415439,7557.31033778117,129.712523555487,129.712523555487,9.268,2.54,2.411
CATOTEX SL,1392,U1,2022,7553.85839519737,19,ONTINYENT,421.767334189093,5471.52071658,5893.2880507691,3421.10373681147,100.736940545625,7553.85839519737,432.779236885114,432.779236885114,16.43,7.344,7.441
NUMANTIA PROPERTIES S.L.,1391,U1,2021,7516.99029508939,2,MATARO,2690.79993910174,4315.97361339419,7006.77355249593,1530.86487819064,1844.4407106544,7516.99029508939,205.452280023694,205.452280023694,17.894,2.932,3.644
TEXTIL ELASTICO SL,1392,U1,2022,7491.01480132097,122,MADRID,2588.58648651526,2996.075338683,5584.66182519826,174.019652927458,2434.84825485502,7491.01480132097,-343.365509561348,-343.365509561348,-263.046,-6.148,-6.111
TEXTPRINT SA,1330,U1,2022,7479.82159697734,41,ARGENTONA,2066.43048851144,3939.88305149138,6006.31354000282,4181.03728136647,353.215982475209,7479.82159697734,475.520951252753,475.520951252753,14.566,7.917,8.142
FONTFILVA SL,1320,U1,2022,7478.49101304913,34,SANT JAUME DE LLIERCA,1136.2472498496,3820.49866676457,4956.74591768078,2114.35884047199,1117.68637194949,7478.49101304913,28.8493946910065,28.8493946910065,1.783,0.582,0.504
BRILDOR SL,1310,U1,2021,7402.12497216454,53,BENIMARFULL,153.387334775734,2166.71263695288,2320.09997172861,938.054266189599,600.278162956238,7402.12497216454,66.5930687572789,66.5930687572789,9.643,2.87,1.222
ACAPERSA 1997 SL,1330,U1,2022,7394.63420506322,48,AGULLENT,1836.82965362717,3867.65509934348,5704.48475297065,4758.4109748875,0.0,7394.63420506322,1138.05884774842,1138.05884774842,31.895,19.95,20.524
ETISILK SA,1320,U1,2021,7362.14707057443,17,SANT SALVADOR DE GUARDIOLA,1176.3509584415,2140.54968311048,3316.90064155197,867.075473433137,123.193456439066,7362.14707057443,43.8646358718395,43.8646358718395,5.628,1.322,0.663
GROBELASTIC SA,1396,U1,2022,7353.42496057492,80,ARENYS DE MUNT,476.083742472732,4666.08525923827,5142.169001711,3959.13208978192,0.0,7353.42496057492,347.217276562716,347.217276562716,11.581,6.752,6.236
PICO-TEX S.L.,1392,U1,2022,7307.8467645928,29,ALCOI/ALCOY,223.525953502929,3840.14365878314,4063.66961228607,1314.81773188223,617.750766422594,7307.8467645928,108.66082546984,108.66082546984,10.704,2.674,1.926
TOLDOS MARBEL SL,1392,U1,2021,7268.80171897458,55,BENIFLA,1492.48811158642,3678.65543144568,5171.1435430321,919.301588404264,1707.37155444348,7268.80171897458,419.44722423681,419.44722423681,60.869,8.111,7.698
HILATURAS BURES SA,1310,U1,2001,7190.658087405,111,ANGLES,2364.64021858968,3413.75981945531,5778.40003804499,271.465219245367,1521.41892662891,7190.658087405,-417.647519621162,-420.303742817355,-153.849,-7.274,-5.808
ENTRECORTINAS SOCIEDAD LIMITADA.,1392,U1,2022,7185.74938807365,63,SANTA FE,633.163395677799,3558.41741361802,4191.58080929582,1420.59354439426,1183.16887161777,7185.74938807365,364.988808978748,364.988808978748,34.05,8.708,6.732
TEXKNIT SA,1330,U1,2021,7169.13632564621,53,CABRERA DE MAR,4168.97311368628,4053.95344112413,8222.9265548104,4253.72432618151,997.805467512131,7169.13632564621,30.2648244199276,30.2648244199276,0.585,0.368,0.347
