Nombre empresaAlfabeto latino,NACE Rev. 2 Código principal (4 digitos),Código de consolidación,Último año disponible,"Ingresos explotación (Cifra ventas)
mil USD Últ, año disp,","Número de empleados
Últ. año disp.","Ciudad
Latin Alphabet","Activos fijos
mil USD Últ. año disp.","Activo circulante
mil USD Últ. año disp.","Activos totales
mil USD Últ. año disp.","Fondos de los accionistas
mil USD Últ. año disp.","Deuda a largo plazo
mil USD Últ. año disp.","Ingresos explotación (Cifra ventas)
mil USD Últ. año disp.","Resultado actividades ordinarias
mil USD Últ. año disp.","P/G por periodo [=ingresos netos]
mil USD Últ. año disp.","ROE - base: result. antes impuestos
Últ. año disp.","ROA utilizando Ingresos Netos
Últ. año disp.","Margen de beneficio
Últ. año disp."
PASTELERIA INDUSTRIAL GALLEGO HERMANOS SL,1082,U1,2022,402.82451661163,5,UTRERA,88.6304390581787,137.428389581507,226.058828639686,114.850856931937,2.94124408282638,402.82451661163,32.303917378968,32.303917378968,37.502,14.29,10.692
ARGENOL SL.,1071,U1,2021,402.779511961699,9,ALICANTE/ALACANT,64.994257317853,103.747694522166,168.741951840019,39.1418624797583,78.5956657361984,402.779511961699,45.1927569703817,45.1927569703817,133.382,26.782,12.962
CONSERVAS Y AHUMADOS LOU SL,1020,U1,2022,402.589875390208,7,RIBEIRA,16.1520280184507,186.200539063215,202.352567081666,19.150601823771,22.7673446945012,402.589875390208,-5.57149975286126,-5.57149975286126,-33.613,-2.753,-1.599
PANADERIA SAN JUAN DE VALDEPENAS SL,1071,U1,2021,402.566277301812,8,VALDEPENAS,166.510989732385,116.227318965983,282.738308698368,91.1107632216454,74.3306101063728,402.566277301812,-8.69649024481773,-8.69649024481773,-12.727,-3.076,-2.88
PASTELERIA KAMIROADE SL.,1071,U1,2022,402.557824075586,7,VIGO,14.4801439866006,117.070493130982,131.550637117583,83.9491872341871,20.371570255965,402.557824075586,-26.681434170568,-26.681434170568,-17.826,-20.282,-3.717
BON EMBOTIT SL,1013,U1,2021,402.441963092065,4,CASTELLAR DEL VALLES,120.217232003117,108.574757750559,228.791989753675,111.910356264067,11.5727400516272,402.441963092065,12.3240051615715,12.3240051615715,11.252,5.387,3.129
CHACINAS Y JAMONES IBERICOS DE FUENTE OBEJUNA SL,1013,U1,2022,402.294118018109,6,FUENTE OBEJUNA,593.933162543994,353.531365277892,947.464527821887,58.4270187154174,204.132774957544,402.294118018109,-10.5003413160622,-10.5003413160622,-16.658,-1.108,-2.419
INNOVA FOOD ABONA SL.,1061,U1,2022,401.839074678433,3,SAN MIGUEL DE ABONA,223.457285827875,180.579655754048,404.036941581923,162.820624950618,93.3310709948719,401.839074678433,48.6591219339371,48.6591219339371,29.198,12.043,11.831
BENIPAN 787 SL,1071,U1,2020,401.801026475847,10,MURCIA,297.5407185646,153.333481414646,450.874199979246,47.4886938040018,222.570596026152,401.801026475847,-23.6663033865571,-23.6663033865571,-63.381,-5.249,-7.491
PANADERIA Y CONFITERIA HERMANOS OLMOS SL,1071,U1,1998,401.731483528376,11,SAN PEDRO DEL PINATAR,79.709251090765,32.4635986425877,112.172849733353,9.80954621815681,50.2487373876572,401.731483528376,-4.79605642533302,-4.79605642533302,-48.892,-4.276,-1.194
SOMOLINOS MARTINEZ SOCIEDAD LIMITADA.,1071,U1,2022,401.269563881677,7,HUMANES,25.2178463527799,84.1753276576877,109.393174010468,50.4229361756802,3.37194762217998,401.269563881677,11.0833765943289,11.0833765943289,29.711,10.132,3.733
EL QUESERO DE LA JARA EXTREMENA SL.,1051,U1,2022,400.874868741047,4,CARRASCALEJO,237.454164252341,91.9117470558465,329.365911308187,36.0103079366863,215.339087808889,400.874868741047,9.48860770547986,9.48860770547986,35.133,2.881,3.156
HORNO VILLASPESA S.C.,1071,U1,2021,400.810735499239,5,TERUEL,120.890223105812,102.544000893402,223.434223999214,110.372307698536,76.1179666515827,400.810735499239,65.8685567991972,65.8685567991972,59.679,29.48,16.434
EL TRUJAL DE LA LOMA SL,1041,U1,2017,400.638545329499,1,UBEDA,352.241693021035,291.914075633168,644.155768654203,23.752584397459,348.617440138364,400.638545329499,-7.01179547979832,-7.01179547979832,-29.52,-1.089,-1.75
HARINERA DE LA MANCHUELA SOCIEDAD LIMITADA.,1061,U1,2022,400.594033095789,3,MINGLANILLA,290.829405147541,260.716347113425,551.545752260965,172.371436738253,208.653556888527,400.594033095789,7.6840493632853,7.6840493632853,5.766,1.393,2.481
PANADERIA SANTIAGO E HIJOS SL,1071,U1,2018,400.207563267097,15,LA OROTAVA,76.3650577808309,31.6969364722848,108.061994253116,31.488683767345,46.4988169310451,400.207563267097,-30.9235458325684,-30.9235458325684,-98.205,-28.616,-7.727
HORNO MARIA DIEZMA SL,1071,U1,2022,399.427194587624,7,BENALUA,227.614933297086,226.267647487497,453.882580784583,262.087578081524,139.846710866626,399.427194587624,8.16558703424931,8.16558703424931,4.142,1.799,2.718
ESPECIAS Y CONDIMENTOS MELILLA SL.,1084,U1,2022,399.080443093991,3,MELILLA,449.521671450895,178.317750217283,627.839421668178,173.013006996435,231.805645350432,399.080443093991,10.8882528839469,10.8882528839469,8.131,1.734,3.525
NUEVOPAN SA,1071,U1,2022,398.826240437955,1,BOADILLA DEL MONTE,3663.32226231993,1571.1364039776,5234.45866629753,2765.4597303796,1627.36695303486,398.826240437955,28.0930785932779,28.0930785932779,1.25,0.537,8.669
PANIFICADORA SAN LORENZO SL,1071,U1,2016,398.707413645673,10,SAN LORENZO DE EL ESCORIAL,120.982590414906,488.734536354289,609.717126769195,109.479223000975,52.8646108265305,398.707413645673,39.2232448984766,39.2232448984766,35.827,6.433,9.838
EMBUTIDOS OLANDIA-NANCLARES SL,1013,U1,2022,398.662848062348,3,BOLANOS DE CAMPOS,205.06419362666,47.131943454659,252.196137081319,66.5548161297977,50.7268636998594,398.662848062348,10.1407255660015,10.1407255660015,20.316,4.021,3.392
PANADERIA RAZO SL,1071,U1,2022,398.317579142004,7,CARBALLO,27.9545806497276,235.567733733428,263.522314383155,226.688005011815,3.61983600924611,398.317579142004,8.00046676747203,8.00046676747203,4.612,3.036,2.625
PANADERIA CAMARA S.L.,1071,U1,2022,398.267074589636,4,ALBELDA DE IREGUA,94.9880013018966,150.063892417145,245.051893719041,106.234908929765,54.2405730600238,398.267074589636,1.03231791410625,1.03231791410625,1.751,0.421,0.467
EMBUTIDOS OQUENDO S.L.,1013,U1,1999,397.937573024631,7,OKONDO,407.350685527921,287.14212459743,694.492810125351,26.5506030255556,340.483430316448,397.937573024631,-62.306366122365,-65.6376234394312,-353.702,-9.451,-23.599
DULCES Y MAS BENETUSSER SOCIEDAD LIMITADA.,1089,U1,2020,397.832010604817,7,BENETUSSER,12.5800870368421,604.121624920022,616.701711956865,23.1667021777868,0.0,397.832010604817,-1.10621774744391,-1.10621774744391,-6.367,-0.179,-0.371
PANADERIA JOYSA SL.,1071,U1,2016,397.730600665612,6,VILA-REAL,99.1394866320849,29.9497934802818,129.089280112367,10.8946881641293,81.4051996873283,397.730600665612,0.660172013297081,0.660172013297081,8.079,0.511,0.221
PANADERIA TARRAZO SL,1071,U1,2022,397.657119406885,8,PANTON,172.198604957175,84.4307035731614,256.629308530337,32.9444317036569,71.1016550862789,397.657119406885,3.07481327014148,3.07481327014148,13.223,1.198,1.095
BLAT D OR S.L.,1072,U1,2003,397.615258291903,4,SANT ANDREU DE LA BARCA,95.7750778460288,90.215786389482,185.990864235511,17.075944534049,31.6985502364445,397.615258291903,1.86960868194103,1.86960868194103,15.641,1.005,0.672
PASTISSERIA LA' LSINA S.L.,1072,U1,2008,397.35143326304,5,CARDEDEU,162.797172509336,92.3953071400642,255.192479649401,25.0138885432005,36.252472852397,397.35143326304,7.08777151987553,7.08777151987553,28.335,2.777,1.784
MERAKI CAKES&FOOD SOCIEDAD LIMITADA.,1071,U1,2021,397.295618704398,3,SAN CIBRAO DAS VINAS,125.126352123785,41.0082178964138,166.134570020199,19.9669845783949,66.1585817599297,397.295618704398,5.25793836336136,5.25793836336136,35.111,3.165,1.765
REPOSTERIA NUEVAS LINEAS SL,1071,U1,2022,397.175293754059,4,CUARTE DE HUERVA,310.343194763058,273.710248709106,584.053443472165,292.46823526125,180.255772153443,397.175293754059,8.26901518662572,8.26901518662572,3.77,1.416,2.776
SORBETERIA CANARIA TINERFENA SL,1052,U1,2010,397.118664692134,1,ARONA,10.2121394221258,172.541049280393,182.753188702519,54.6657239843988,83.824361446445,397.118664692134,-5.04164457494617,-5.04164457494617,-8.047,-2.759,-1.108
OLEICOLA ALPUJARRENA SL,1041,U1,2022,396.598967386574,2,UGIJAR,189.443236159408,69.4565107035995,258.899746863008,183.856580027819,55.8980579987824,396.598967386574,12.1719480320454,12.1719480320454,8.827,4.701,4.092
FABRICA DE PANES Y PICOS SIDONIA SL,1071,U1,2021,396.562680200028,10,MEDINA SIDONIA,206.682193349576,7.39148551855087,214.073678868127,180.847195252204,6.78882889494896,396.562680200028,3.04723847522736,3.04723847522736,2.305,1.423,1.051
CARNICAS LOS TORIBIOS SOCIEDAD LIMITADA.,1013,U1,2015,396.530558709364,5,LOS CORRALES,83.9213459334374,345.978040032883,429.89938596632,16.1073155659437,105.85282511664,396.530558709364,-3.92667938429356,-3.92667938429356,-32.504,-0.913,-1.32
PASTISSERIA RIERA 23 S.L.,1071,U1,2022,396.465375800669,6,SANT ANDREU DE LLAVANERES,64.1329420017838,25.4578632356226,89.5908052374065,28.4107652508557,27.0922349634707,396.465375800669,-8.4899922020036,-8.4899922020036,-32.445,-9.476,-2.325
PRECOCIDOS BAHIA SL.,1071,U1,2016,396.119409488482,6,JEREZ DE LA FRONTERA,2.42442898750305,260.975328799739,263.399757787242,133.346145233603,50.1421984344721,396.119409488482,185.300751910171,185.300751910171,171.503,70.35,57.733
CONSTRUCCIONES VEGASOL 2000 S.L.,1071,U1,2002,395.827866214371,24,ORIHUELA,6.83777669716358,40.034294678545,46.8720713757086,19.0080655287313,7.27057591481686,395.827866214371,6.32005361073017,5.83760885160923,47.499,12.454,2.281
PANADERIA ROSARIA DEL PILAR SOCIEDAD LIMITADA.,1071,U1,2021,395.794765865564,8,ARRECIFE,518.835049439049,240.683670051885,759.518719490933,274.82787704494,381.060836421776,395.794765865564,24.57093687222,24.57093687222,9.615,3.235,6.676
BELSA EMBUTIDOS REGIONALES SL,1013,U1,2022,395.667719373375,4,MUSEROS,136.334911786145,172.280871775705,308.61578356185,129.081011330479,99.6706823692024,395.667719373375,0.577391900374293,0.577391900374293,0.608,0.187,0.198
VIENA NIEVES SOCIEDAD LIMITADA.,1071,U1,1998,395.506741887331,6,VALDEMORILLO,95.3815294690132,245.137338335037,340.51886780405,152.212464400291,123.491907183409,395.506741887331,28.1297304224968,26.8877419202328,26.051,7.896,10.026
FORN D'EN JORDI SL.,1071,U1,2022,395.268331194997,7,MONTELLA I MARTINET,17.491289800089,85.1112367106497,102.602529710537,29.2900912009656,14.5649813098967,395.268331194997,13.1019683892328,13.1019683892328,73.205,12.77,5.425
DAMASO GOMEZ E HIJOS SL,1071,U1,2022,395.110143824893,8,ZAFRA,52.3607341259479,143.285226029468,195.645960155416,41.1212180325329,117.928252439439,395.110143824893,1.69124281256199,1.69124281256199,5.691,0.864,0.592
PANIFICADORA DE MANCHA REAL SOCIEDAD LIMITADA,1071,U1,2006,395.010585296338,5,MANCHA REAL,291.981740394251,479.701882003705,771.683622397957,94.4598732691813,527.494349931014,395.010585296338,24.9951672187972,24.9951672187972,26.461,3.239,6.328
ACEITUNAS PEDRAZA SA,1039,U1,2022,394.858565003598,2,ATARFE,128.585042568439,201.470937276661,330.055979845101,156.952365222138,11.6445572490811,394.858565003598,-0.807799788427353,-0.807799788427353,-0.515,-0.245,-0.205
FORMATGERIA MARVALL SL,1051,U1,2021,394.763374721575,2,LLORAC,586.848456744504,513.637807126164,1100.48626387067,496.850790453029,533.062196875262,394.763374721575,1.8682457265687,1.8682457265687,0.586,0.17,0.737
RAMADERS DE CABRES LLETERES DE BERGUEDA SL,1051,U1,2011,394.507243966864,4,CASSERRES,122.688208998337,172.151336503026,294.839545501363,53.9472410985088,6.57141996343493,394.507243966864,-11.7134803593315,-11.7134803593315,-28.95,-3.973,-3.959
PANADERIA TOQUES SL,1071,U1,2021,394.294965212417,6,TOQUES,222.547420610476,53.7067739796639,276.254194590139,87.4242171768665,26.027845951724,394.294965212417,9.06944420006275,9.06944420006275,13.836,3.283,3.068
BCN CASERO SL.,1085,U1,2021,394.200041980648,3,PAMPLONA/IRUNA,123.612507226825,266.896197809744,390.508705036569,25.6724133232355,2.53216583340168,394.200041980648,-34.6051866441965,-34.6051866441965,-134.795,-8.862,-8.779
SUCRE OUI SL.,1071,U1,2021,393.947845870185,8,ELCHE/ELX,73.9164974559546,100.011880364013,173.928377819967,37.6567958240104,38.3712638825655,393.947845870185,7.28733159427643,7.28733159427643,22.767,4.19,2.176
QUESOS MORALEDA SL.,1051,U1,2022,393.844954177916,2,DOSBARRIOS,168.154177023643,138.682923899597,306.83710092324,138.214217420477,77.8221704698563,393.844954177916,14.0745151346165,14.0745151346165,13.577,4.587,4.765
"CERATONIA PLUS, SOCIEDAD LIMITADA.",1089,U1,2022,393.785491256446,4,CARTAGENA,2697.05183629689,342.03993971734,3039.09177601423,2771.21658379153,163.814610345715,393.785491256446,-264.240669138497,-264.240669138497,-12.714,-8.695,-89.47
PANES LA MANUFACTORIA SL.,1071,U1,2022,393.613128779143,4,PAMPLONA/IRUNA,221.66096163373,77.9764967498124,299.637458383542,210.432911484814,53.8315748202562,393.613128779143,35.5137205469429,35.5137205469429,19.065,11.852,10.192
CARNICAS MARTINEZ TORRES SOCIEDAD LIMITADA.,1013,U1,2021,393.34005856719,1,POZO ALCON,11.2583528582811,94.316293915844,105.574646774125,17.4268339128256,42.5598916436434,393.34005856719,1.06190226367235,1.06190226367235,8.125,1.006,0.36
MUXU-GOXO SL.,1052,U1,2022,392.546721278793,6,ZARAUTZ,257.548759953195,95.6967673278391,353.245527281034,226.532484140432,57.0622086762369,392.546721278793,9.46512118474841,9.46512118474841,4.697,2.679,2.711
MAGDALENES DE MONT-RAL SOCIEDAD LIMITADA.,1071,U1,2022,392.192002286982,3,MONT-RAL,126.608633716697,46.2423354854822,172.850969202179,20.1364597307682,109.595646591324,392.192002286982,1.37197758774161,1.37197758774161,10.493,0.794,0.539
DIPASFU SL.,1089,U1,2022,392.148058388066,3,MADRID,21.5505466663063,91.1722842966318,112.722830962938,73.162517285502,19.1913565902173,392.148058388066,11.1438314533234,11.1438314533234,20.44,9.886,3.813
KOSTARZUA S.L.,1071,U1,2020,392.087357505524,7,BAZTAN,44.2625270358682,145.915273477811,190.177800513679,88.8006973873675,60.4563969675481,392.087357505524,-171.007920277047,-171.007920277047,-192.575,-89.92,-43.615
MAZAPANES MELIBEA S.L.,1082,U1,2022,392.044715563649,5,LA PUEBLA DE MONTALBAN,221.822466128242,357.266650015748,579.08911614399,253.245958959627,61.3294705748558,392.044715563649,7.04269242500067,7.04269242500067,3.721,1.216,2.403
PAN BLANCO SL,1071,U1,2022,391.737289593148,4,LAGUNA DE DUERO,148.423686390096,79.2193304715157,227.643016861612,146.170761621022,38.4428587255776,391.737289593148,5.32848465885699,5.32848465885699,4.903,2.341,1.829
EMBUTIDOS Y JAMONES HERVAS SA,1013,U1,2022,391.736382983583,2,HERVAS,52.0183450242221,483.422960221463,535.441305245685,468.901805484539,31.497088196075,391.736382983583,4.55860354883671,4.55860354883671,0.972,0.851,1.164
COOP DE CONSUMO NUESTRA SENORA DEL ROSARIO DE TRIGUEROS,1071,U1,1998,391.409659742832,22,TRIGUEROS,72.1958467690945,56.1535901477337,128.349436916828,67.131129219532,0.0,391.409659742832,15.5618541026115,13.1939933466911,23.181,10.28,3.976
BAGUETTE DOREE SA,1071,U1,2001,391.367673147082,16,MIJAS,207.868556218855,468.468138519548,676.336703551383,539.350271340959,58.0694707636297,391.367673147082,-60.8812430472875,-60.8812430472875,-11.288,-9.002,-15.556
FIABLONE SL.,1089,U1,2022,391.160792569745,5,NIGRAN,208.893307121497,173.945342941111,382.838650062609,132.834748239481,82.4319387961447,391.160792569745,5.36983778761625,5.36983778761625,5.39,1.403,1.83
GRAHOFAR SL,1089,U1,2022,391.002999841452,5,ZARAGOZA,341.488337125993,182.986906803077,524.47524392907,261.218118176681,125.324063957018,391.002999841452,-9.9340516497612,-9.9340516497612,-4.884,-1.894,-3.263
GRACIA PA SL,1071,U1,2017,390.974023711011,5,BARCELONA,123.563715168786,58.3287023282719,181.892417497058,85.1773619241548,27.5420946095109,390.974023711011,-6.38873958883119,-6.38873958883119,-10.001,-3.512,-2.179
HIJAS DE LOZANO JURADO SL.,1071,U1,2022,390.860213101359,7,LA RAMBLA,21.0851466455996,89.7541016190589,110.839248264658,34.2735106599808,38.5870309784055,390.860213101359,7.31999762595296,7.31999762595296,28.477,6.604,2.497
PASTAS RAQUE SL.,1071,U1,2022,390.691563456875,3,SANTIAGO DE COMPOSTELA,36.7601060449421,96.7830455766559,133.543151621598,59.7595641200781,38.1107943068981,390.691563456875,14.0850862021446,14.0850862021446,31.426,10.547,4.807
BAIXAULI RODRIGO HERMANOS SL,1071,U1,2022,390.536810537124,8,SEDAVI,52.2491251554966,130.183043253738,182.432168409234,103.920388040245,39.2348088456094,390.536810537124,6.47174065233648,6.47174065233648,8.303,3.547,2.21
SAEZ CRIADO SL,1013,U1,2020,390.443989310747,3,BUNOL,33.8800275923908,85.0039907999635,118.884018392354,1.53222981122732,3.52511269946098,390.443989310747,-3.05995616802573,-3.05995616802573,-199.706,-2.574,-0.784
HORNO FERVAL SL,1071,U1,2021,390.216958523369,4,BLANES,38.6189295917988,101.015250976396,139.634180568194,94.7642260114431,0.0,390.216958523369,8.96045407247543,8.96045407247543,12.607,6.417,3.062
SORORIDAD SL.,1041,U1,2022,390.192564485689,2,POZOBLANCO,689.312019228363,107.023915235209,796.335934463573,282.339986776062,346.182068163997,390.192564485689,10.4664234523356,10.4664234523356,4.943,1.314,3.577
EL RONQUEO SL,1020,U1,2022,390.151480140001,5,BARBATE,84.8631456696808,163.646855578202,248.510001247883,153.049485706693,51.7133082365751,390.151480140001,2.17919074645042,2.17919074645042,1.898,0.877,0.745
SOLER GELATS I TORRONS SOCIEDAD LIMITADA,1052,U1,2020,390.013792838353,6,BURJASSOT,198.929141400409,188.040377598965,386.969518999374,90.2515950570285,186.965487696636,390.013792838353,-7.18332885993123,-7.18332885993123,-10.612,-1.856,-2.456
HELADOS Y GRANIZADOS DURA SL.,1052,U1,2022,389.407452334976,4,BENIDORM,20.6827613226592,161.313114565903,181.995875888562,137.823682017851,17.4348698869586,389.407452334976,19.4966173637569,19.4966173637569,18.861,10.713,6.676
PANADERIA LA BOUTIQUE DE ANA SL.,1071,U1,2021,389.257929213023,6,ABADIN,271.673800382709,47.3064722941875,318.980272676897,119.503365355325,180.335746931362,389.257929213023,13.8158323085546,13.8158323085546,15.415,4.331,4.732
LUNAPAST S.L.,1072,U1,2000,388.999608609438,13,BADALONA,45.5684883599281,81.7575280008316,127.32601636076,38.2659175715446,0.0,388.999608609438,4.67111434221268,4.67111434221268,41.584,3.669,4.091
IGARVE INDUSTRIAS GARCIA VELA SA,1013,U1,2021,388.81455017066,1,ALCAZAR DE SAN JUAN,1408.6716437351,410.337342487407,1819.00898622251,1807.34990804944,0.0,388.81455017066,2.55027611231804,2.55027611231804,0.188,0.14,0.876
PASTELERIA CASA PALOMARES SOCIEDAD LIMITADA.,1071,U1,2022,388.768793893397,5,MOTRIL,240.123041489846,58.9291310905099,299.052172580355,83.537245179832,97.4210640585423,388.768793893397,5.43706555336118,5.43706555336118,8.678,1.818,1.865
LA SUBIRANA TALLER DE PAN SL.,1071,U1,2022,388.606094807458,8,MOLINA DE SEGURA,81.6900548560917,256.825573502171,338.515628358263,211.516203255063,29.6788880464256,388.606094807458,16.5816222943366,16.5816222943366,10.453,4.898,5.689
PRODUCTOS LA CUEVA S.L.,1071,U1,2001,388.526368569255,13,ARGAMASILLA DE ALBA,58.388632814765,146.440873193145,204.82950600791,2.02522267985344,30.6057150678635,388.526368569255,1.33340379226208,1.33340379226208,65.84,0.651,0.343
IPAN CANARIAS SL.,1072,U1,2022,388.363048782069,6,EL SAUZAL,2.43184683322907,177.64035288229,180.072199715519,15.9851585285127,0.0,388.363048782069,8.88910413111448,8.88910413111448,66.735,4.936,2.747
PASTELERIA LA CAMPANA DE CEUTA SLL,1071,U1,2022,388.330282845789,10,CEUTA,146.523550067759,33.5986944957495,180.122244563508,3.58688875105381,22.7060258899212,388.330282845789,-2.95057682834864,-2.95057682834864,-107.758,-1.638,-0.995
HORNOS PANADEROS HERMANOS BERNARDOS SLL.,1071,U1,2021,387.18525932436,5,HOYO DE MANZANARES,389.03450115037,123.076119047213,512.110620197582,321.561706623673,37.1283369791508,387.18525932436,3.9281410163641,3.9281410163641,1.629,0.767,1.353
BOUTIQUE AROS SL,1071,U1,2022,387.026087655526,13,MADRID,73.9330714197993,17.5157181281686,91.4487895479679,52.4602371922076,15.310289034307,387.026087655526,8.18963885270953,8.18963885270953,15.611,8.955,2.116
LA CAMPERA S A,1013,U1,2021,386.893977177286,6,CHICLANA DE LA FRONTERA,141.304482871628,309.36459800055,450.669080872178,97.9323355914831,136.572467461038,386.893977177286,6.62294825391769,6.62294825391769,6.763,1.47,1.712
SA CROQUETA J&M S.L.,1089,U1,2021,386.700948106885,3,PALAFOLLS,141.082617797399,73.0566273025274,214.139245099926,34.5871782993078,140.438360764503,386.700948106885,31.1723883723021,31.1723883723021,120.169,14.557,10.748
XESQUET QUATRE SL.,1071,U1,2021,386.620001162911,7,SES SALINES,277.968147309422,40.5710115257263,318.539158835149,89.5621135172367,98.1887676270962,386.620001162911,7.95007153158903,7.95007153158903,11.835,2.496,2.742
PANADERIA CUESTA DEL MOLINO SL,1071,U1,2021,386.475707883739,8,BAILEN,286.614893748736,16.007776335597,302.622670084333,80.5179602820396,47.9782628405571,386.475707883739,10.6878269728017,10.6878269728017,17.698,3.532,3.687
DISTRIPANDELNORTE SL.,1071,U1,2018,386.406791162802,5,TAPIA DE CASARIEGO,621.53154899364,625.098202890899,1246.62975188454,836.363793648954,179.737255620729,386.406791162802,5.09140422059047,5.09140422059047,0.812,0.408,1.757
CIEN X CIEN PAN Y PASTELERIA SL.,1071,U1,2022,386.246542087543,4,GUIA DE ISORA,220.599940460795,98.9348993782222,319.534839839017,51.3562107279062,47.4803481774986,386.246542087543,-8.38602008388817,-8.38602008388817,-47.433,-2.624,-6.307
PANLINERIA S.L.,1071,U1,2022,386.043269557071,10,TIJOLA,160.735038975257,48.7745919945359,209.509630969793,89.1700744032681,46.9421954056978,386.043269557071,7.09560535901368,7.09560535901368,10.61,3.387,2.451
SAT N 4844 DENOMINADA MADARA DE VILLARTA DE SAN JUAN,1051,U1,1999,385.535772186518,9,VILLARTA DE SAN JUAN,573.97684125185,84.7581965744495,658.7350378263,264.503438336849,374.614753400683,385.535772186518,-41.3855477786064,21.0122370457649,-15.647,3.19,-10.735
MACADAMIA DESSERT SL,1072,U1,2021,385.510347337675,5,MALAGA,21.6741416958332,94.0001851700306,115.674326865864,37.0510596601725,18.7664848824978,385.510347337675,21.0279592424154,21.0279592424154,75.752,18.179,7.28
JOSE A PAREDES ROVIRA S.L.,1052,U1,2012,385.273494283128,4,MADRID,161.804903490469,24.2657046515501,186.07060814202,61.7083357965946,112.421161817803,385.273494283128,24.1300307543945,24.1300307543945,52.138,12.968,8.351
CARSADES SL,1013,U1,2021,385.024099373674,4,SONSECA,112.539028716731,277.981817795134,390.520846511865,14.3453456043005,128.175787843609,385.024099373674,1.09881484029293,1.09881484029293,10.213,0.281,0.381
COOP CAMPO ALCANTARINA,1091,U1,2000,384.93596245192,2,ALCANTARA,20.2844443011797,134.776667056797,155.061111357976,10.5584212299836,94.992897864275,384.93596245192,-15.912988457526,-6.89640716081858,-167.043,-4.448,-4.582
PASTELERIA LA GRANJA SOCIEDAD LIMITADA.,1071,U1,1999,384.831546800733,4,BILBAO,109.960624895692,113.485770229101,223.446395124793,21.9274286669493,45.8590365701914,384.831546800733,-3.87374192237854,-1.412469176054,-17.666,-0.632,-1.007
LACTEOS ARTESANOS MEDINA SL,1051,U1,2022,384.806419458497,2,RUEDA,139.492088935369,219.649077683008,359.141166618377,281.712198049867,18.1331405739367,384.806419458497,3.02134570439458,3.02134570439458,1.468,0.841,1.075
HEREUS DE F J ARGEMI SL,1089,U1,2022,384.158748251241,2,BIGUES I RIELLS DEL FAI,115.979585840386,98.1294674406588,214.109053281045,105.315585498846,38.3445502507448,384.158748251241,1.18649593673348,1.18649593673348,1.502,0.554,0.412
SAMSANSA FACTORY SL.,1071,U1,2020,383.798841661561,13,MADRID,59.5077878541231,136.99443336485,196.502221218973,33.4884602059424,113.461282523274,383.798841661561,27.4355229496539,27.4355229496539,81.925,13.962,7.148
PANADERIA MINUTOS SLL,1071,U1,2022,383.62245136255,7,ANDUJAR,312.911822314662,60.450496602577,373.362318917239,129.090120090109,162.45931437397,383.62245136255,6.49390565630198,6.49390565630198,6.707,1.739,2.257
HORNOS SALMANTINOS SL,1071,U1,2022,383.608094933438,5,SALAMANCA,170.538304195768,78.4235725913107,248.961876787078,53.7366261338115,147.436751217616,383.608094933438,12.2945312446314,12.2945312446314,30.506,4.938,4.273
CONFITERIA Y PANADERIA MOURE SL.,1071,U1,2022,383.497040594721,5,MONFORTE DE LEMOS,277.637745340741,16.0643108765364,293.702056217277,4.91292789883614,228.668008303833,383.497040594721,1.14363996929526,1.14363996929526,23.278,0.389,0.298
HORNO ABAO SL,1071,U1,2021,383.266167784452,4,SAN JUAN DE AZNALFARACHE,73.1889716484547,14.8661831816912,88.0551548301458,19.1743002752066,46.3704460960865,383.266167784452,0.414293866467476,0.414293866467476,2.881,0.47,0.144
PANADERIA ESCRIBANO SOCIEDAD LIMITADA.,1071,U1,2022,383.111166231859,2,MOTILLA DEL PALANCAR,85.4138736494482,39.1495555485129,124.563429197961,30.0011290838182,43.1727581522286,383.111166231859,-15.5915726513505,-15.5915726513505,-69.293,-12.517,-5.426
HELADOS LA REAL SL.,1052,U1,2022,382.832058477771,4,VALDES,335.744293573916,60.6168327927709,396.361126366687,147.282808913475,122.658941149712,382.832058477771,44.6220748688638,44.6220748688638,40.396,11.258,15.541
OBRADOR DE CANTABRIA ORIENTAL S.L.,1071,U1,2001,382.666750721151,14,NOJA,533.004097709861,130.323105887507,663.327203597368,16.0557944340765,302.71971060914,382.666750721151,-135.196278131701,-138.830433593646,-842.04,-20.929,-35.33
CLOUD9 BARCELONA CATERING SL.,1085,U1,2022,382.603176893586,2,SANT PERE DE RIBES,10.0445193587601,282.394171096665,292.438690455425,210.665440839249,36.4590050094068,382.603176893586,124.24431223047,124.24431223047,78.636,42.486,43.298
OLEORED SL,1085,U1,2013,382.523453489481,6,MURCIA,260.676661733376,5039.8212376331,5300.49789936647,2586.86824590538,525.740681767709,382.523453489481,44.6702338954139,44.6702338954139,1.727,0.843,11.678
MOLINO DEL GUADALQUIVIR SL.,1041,U1,2022,382.402901507676,4,LEBRIJA,14087.0677520059,2358.82607768155,16445.8938296874,3350.46380197766,8426.64114142268,382.402901507676,-1.68786169218421,-1.68786169218421,-0.067,-0.01,-0.589
ARMOLS SA,1013,U1,2001,382.279728728175,9,BENIEL,94.28125426054,111.422499309778,205.703753570318,14.180083950758,33.257540587306,382.279728728175,-34.6878871536255,-0.752628445863724,-244.624,-0.366,-9.074
POMME SUCRE SL,1071,U1,2022,382.146512322688,7,GIJON,375.324691319716,21.4421481603146,396.766839480031,34.7533737697482,277.962567548895,382.146512322688,11.683541460377,11.683541460377,45.216,2.945,4.112
